meanR,meanG,meanB,stdR,stdG,stdB,meanGray,stdGray,entropy,aboveR,belowR,aboveG,belowG,aboveB,belowB,FFT_avg,FFT_med,FFT_std,FFT_max,FFT_min,DCT,H_avg,H_med,H_std,H_max,H_min,label
91.35685625,79.43294375,63.55414375,56.24802427,36.64927879,40.53976184,0.0478,0.213343489,0.276976971,65788,94212,91417,68583,88531,44076,131,290.7534497,19523.53215,4073253,5.753396968,18184.16518,2.546801846,2.604044118,0.334370158,5.183333333,0.101960784,2
81.35714375,58.20664375,43.8049625,42.90161909,30.02910385,32.64832113,0.1089125,0.311530374,0.496626991,80216,79784,70924,89076,73509,36192,107,-584.1669978,15125.73946,3185650,2.180151591,14221.65179,1.991827981,1.920343137,0.141189467,4.926470588,0.06127451,2
102.8863875,80.4587,41.8926875,62.28977077,51.84778872,36.81476816,0.04339375,0.203742465,0.257641674,60752,99248,96136,63864,84418,27658,98,-640.1128296,19922.30964,4152853,8.242568342,18539.52232,2.596571754,2.847426471,0.286802473,6.493137255,0.194607843,2
77.97391875,62.76511875,57.370525,67.66517941,54.81424145,52.32574616,0.1017375,0.302303742,0.474479265,61428,98572,59526,100474,58321,83571,33,-1210.888093,17469.06351,3346513,-1.984652274,14939.79018,2.092407588,1.788970588,0.482118253,7.959313725,0.131862745,2
100.9538063,69.0710375,39.49949375,77.4021686,38.51446335,28.75152459,0.0229375,0.149704747,0.157630381,54689,105311,82484,77516,71123,27241,71,145.6394503,18637.97744,3774551,-0.108563019,16850.67411,2.36003839,2.614460784,0.317057936,4.65,0,2
69.240725,69.62361875,58.4385125,58.25428792,46.31447708,44.87747132,0.0458125,0.209078904,0.268335113,59638,100362,78465,81535,70345,83559,131,406.1420713,17119.30157,3423505,1.808399787,15283.50446,2.140546844,2.177573529,0.18686654,5.68627451,0.07254902,2
111.5658375,95.8366625,76.547225,59.04644491,58.85623466,46.15347842,0.03553125,0.185118866,0.221413814,64483,95517,61725,98275,78990,46782,108,-1.042393933,24208.614,4934134,1.157250563,22027.38393,3.085067777,2.766176471,0.50974251,7.911764706,0.525,2
126.3513313,119.3600125,87.6454875,53.88168896,51.12962258,53.91832229,0.074325,0.262299875,0.381860262,79393,80607,91441,68559,78481,35367,66,-0.039049235,27525.20109,5912503,-1.720540649,26395.10268,3.696793092,3.873406863,0.334491784,6.910294118,0.996568627,2
135.0241188,91.64556875,32.6049,74.31759201,36.37278211,30.25937117,0.0122375,0.109944619,0.095285809,70955,89045,72490,87510,62241,92,77,338.5690838,23255.59737,4910720,3.186323358,21922.85714,3.070428171,3.001470588,0.347413518,6.99754902,0.971568627,2
68.4413125,61.2661125,23.76614375,52.10354845,46.46378686,28.37214807,0.0344375,0.182350669,0.216179314,58244,101756,63229,96771,48168,24555,51,89.36097237,15210.92467,2966764,-1.370689161,13244.48214,1.854969488,1.695588235,0.20812887,6.813235294,0.094117647,2
121.1393563,88.11131875,32.526875,76.2315474,54.5909441,37.48291556,0.0371625,0.18916044,0.229127557,65070,94930,81347,78653,61836,15643,30,403.3568834,23036.64537,4598251,-3,20527.90625,2.875056898,2.961519608,0.28992055,7.16127451,0.025,2
111.0364,94.0271125,60.62436875,76.35074875,61.82087078,61.722203,0.03309375,0.178881955,0.209677121,65673,94327,76310,83690,58825,49111,157,137.6170703,23904.15785,4781477,-0.875830225,21345.87946,2.989618973,3.177328431,0.313758867,7.509803922,0.106862745,2
112.2320875,101.5011875,75.01550625,69.45753433,62.77879225,58.27349002,0.0259875,0.159098423,0.173851771,74347,85653,80948,79052,63126,49488,174,151.1162298,25638.29733,5101969,0.468249883,22776.64732,3.190006628,2.852328431,0.413030492,6.926960784,0.125490196,2
122.6232375,90.64424375,63.8957125,81.2587518,91.53020433,70.5080004,0.0217,0.145702583,0.15088202,83390,76610,73414,86586,71268,49127,200,-322.3588566,27075.72806,4874646,-3.694883555,21761.8125,3.047872899,2.615931373,0.695748598,7.753921569,0.029411765,2
126.57105,101.6122188,73.7904,53.8439149,45.97726361,49.10259743,0.047775,0.213290491,0.276869056,88078,71922,74970,85030,67586,32272,128,526.1263122,25094.66139,5314221,12.03000195,23724.20089,3.322717212,3.416176471,0.288497896,7.995588235,0.134313725,2
116.4704063,95.8042,86.42688125,64.25332338,58.03867894,59.27976682,0.057025,0.231891107,0.315520286,82667,77333,88011,71989,78573,47707,103,238.6361121,24784.12438,5063128,-0.510515327,22603.25,3.165721289,3.652941176,0.286952961,6.948529412,0.157352941,2
78.7045,67.441775,32.95718125,58.18946977,41.05352611,34.3848604,0.07560625,0.264367891,0.38650508,66156,93844,80718,79282,54614,39342,80,617.5411753,16943.03216,3355032,2.342351328,14977.82143,2.097734094,2.111151961,0.292332737,5.946568627,0.156372549,2
98.70366875,77.3022,49.1425625,68.97140558,57.66345458,53.63588077,0.0486625,0.215162149,0.280687955,68965,91035,78581,81419,52133,41127,96,-182.2082066,20531.31416,4037854,6,18026.13393,2.524668617,2.641176471,0.377001176,6.956862745,0.023529412,2
67.04934375,60.22578125,36.84161875,77.03041758,40.49862427,37.73565219,0.03308125,0.178849324,0.209616258,44149,115851,72246,87754,60678,85241,83,85.04549253,16427.36635,2990218,-1.011143809,13349.1875,1.869634104,1.40122549,0.443808009,4.819607843,0.011764706,2
104.5699688,103.0030375,69.690425,63.58319538,58.9786659,47.33034256,0.05265,0.223334478,0.297549058,72826,87174,79319,80681,62029,59994,48,-67.07879407,24685.81671,5000545,-1.682292789,22323.86161,3.126591262,3.236764706,0.339504451,7.253921569,0.589215686,2
92.2486375,81.55695625,32.05185,78.83331329,38.3366325,24.32461659,0.0339,0.180972359,0.213588007,54324,105676,48884,111116,51353,23259,49,-780.7413364,19703.70513,3969157,-1.902788866,17719.45089,2.481715811,1.872794118,0.458641701,5.859313725,0.31372549,2
104.8683313,85.13404375,62.0626125,65.87324639,50.97552689,51.2564969,0.041675,0.199846051,0.249919988,77285,82715,87714,72286,71729,43777,91,558.4264226,22034.52212,4435080,-0.041523209,19799.46429,2.773034214,2.982107843,0.465793639,5.662745098,0.227941176,2
199.8453125,130.223,95.0574375,30.72625237,47.46470546,37.88458224,0.03118125,0.051674763,0.200281611,110763,49237,116292,43708,116798,43202,168,-389.5294029,33662.93572,7377489,1,32935.21875,4.612775735,5.063235294,0.324717598,6.14754902,0.949509804,1
199.8139625,131.9077563,96.49328125,29.50817335,46.30544904,36.73649398,0.02695,0.070182571,0.17885768,109326,50674,120804,39196,121191,38809,154,-27.55040907,33841.70367,7434378,-1.159975203,33189.1875,4.648345588,5.05122549,0.377472797,6.019607843,0.934313725,1
118.9474875,78.60988125,69.67235,42.80947102,23.92946285,24.16846983,0.0196625,0.064809141,0.139541363,52243,107757,98631,61369,96916,63084,90,-295.6159328,20244.63681,4497830,4.529605391,20079.59821,2.812268657,2.803186275,0.159118535,4.209803922,0.344607843,1
60.5173875,48.47036875,36.60515,65.76927775,43.58156383,44.26444554,0.04126875,0.077990805,0.248079423,48027,111973,43247,116753,41987,118013,7,-642.9377788,15060.69846,2543468,9.045995678,11354.76786,1.590303621,0.922426471,0.455105207,6.696078431,0.31372549,1
140.0220063,141.964925,138.096025,31.143245,33.9982302,41.03717802,0.02643125,0.06953167,0.176166137,57678,102322,91662,68338,90569,69431,149,-365.5505338,31940.29398,7072049,-1.222866988,31571.64732,4.421799345,4.481617647,0.42166069,7.754901961,0.790686275,1
158.9079813,119.453225,96.99675,34.14789107,43.85477904,45.22727218,0.03084375,0.044706651,0.198605733,71897,88103,99102,60898,75954,84046,155,125.2110714,29209.65164,6456923,8.99289855,28825.54911,4.037191752,4.115931373,0.284357518,5.559803922,0.620098039,1
141.968125,113.99155,111.4887875,41.82306859,42.04794351,51.42124063,0.0609125,0.03972744,0.331056604,80529,79471,75714,84286,72504,87496,160,454.3554181,27960.46403,6124431,7.153768012,27341.20982,3.829301095,3.691666667,0.245556993,6.352941176,1.325,1
159.0645313,129.8322313,125.8420438,44.67588798,55.7713941,64.9690711,0.02833125,0.036862449,0.185952854,74448,85552,73571,86429,66923,93077,193,537.142655,32085.16704,6929834,-2.441801034,30936.75893,4.332879402,4.046691176,0.301981458,7.483333333,0.711764706,1
182.4418063,143.2163188,147.0571625,38.51375691,61.49631441,70.27748235,0.02323125,0.060203024,0.159217587,91383,68617,99657,60343,101791,58209,183,-88.23760289,36344.32239,7797720,0.773566642,34811.25,4.87552521,5.220098039,0.464264891,7.701470588,0.073039216,1
139.5467063,136.4680563,128.4631625,77.41303612,73.04711872,68.44672106,0.0253,0.030125312,0.170243899,70474,89526,74527,85473,77647,82353,200,-165.3264403,33971.73737,6847511,3.786165629,30569.24554,4.281406938,4.476838235,0.41403801,7.794607843,0.470098039,1
131.452575,111.8223813,97.99560625,30.52107035,38.71716773,31.55414291,0.04635625,0.078212662,0.270712127,55333,104667,123968,36032,109028,50972,119,-681.9913432,26161.70051,5825727,3.203190177,26007.70982,3.64253639,3.858946078,0.308115486,5.044117647,0.508823529,1
113.0146063,78.1451375,69.58515625,32.66945517,36.17732149,32.6218759,0.05679375,0.044965187,0.314583571,46609,113391,110543,49457,107571,52429,105,835.5720054,19874.08711,4395516,6.199229252,19622.83929,2.748296819,2.962745098,0.130787216,4.800490196,0.620098039,1
167.4863063,144.2720313,148.7167938,45.30996807,54.15810442,61.5825357,0.0351375,0.062279827,0.219535275,119650,40350,102872,57128,102886,57114,185,394.7772168,34920.5731,7614043,3.533140371,33991.26339,4.760681147,5.40870098,0.505407809,6.392647059,0.87254902,1
147.9428563,123.3639125,88.11856875,37.8647554,30.50418653,29.38213179,0.0819,0.041937032,0.408838829,59851,100149,90071,69929,70562,89438,144,-415.0815464,28477.60025,6357232,0.402550643,28380.5,3.974859944,3.992401961,0.113606013,5.92254902,1.716666667,1
154.0611688,104.2993,86.9799125,61.34567628,40.04360862,43.50900442,0.07583125,0.068087409,0.387317242,60077,99923,65592,94408,57075,102925,80,245.8138285,27008.94751,5881092,13.18824133,26254.875,3.677153361,3.517279412,0.288168355,7.146568627,0.714215686,1
156.5045063,126.0077,90.63055,30.84275827,61.11668122,44.27721307,0.0531125,0.0458366,0.299474317,101833,58167,98638,61362,103662,56338,137,-593.2381355,30539.19433,6577375,-6.870809007,29363.28125,4.112504377,4.611029412,0.359069627,6.304411765,0.721078431,1
138.6124438,88.14353125,83.1255125,36.60730913,51.16829102,54.2960568,0.033975,0.057550562,0.213950344,69783,90217,92009,67991,89512,70488,116,-599.5556158,23853.40278,5150919,9.029876348,22995.17411,3.22061262,3.156862745,0.291265568,7.075490196,0.650490196,1
151.8571813,112.3403125,94.80218125,59.56978764,37.89284413,49.58199725,0.05261875,0.07560668,0.297418751,74051,85949,85039,74961,81632,78368,75,-852.6127586,27849.37298,6128758,-8.461505693,27360.52679,3.832006553,3.905514706,0.248858861,7.046568627,0.283823529,1
136.8393,73.78669375,70.5349625,32.85700131,44.4241327,42.33517499,0.0477625,0.034065563,0.276815092,77063,82937,87288,72712,80612,79388,105,68.56517106,21347.3559,4630297,-4.213168949,20670.96875,2.895093662,3.103431373,0.167767853,6.203921569,0.439705882,1
168.0515438,151.5206313,141.3714438,38.35052205,51.17228086,60.12817378,0.05439375,0.09812396,0.304775912,88950,71050,80757,79243,80807,79193,194,-89.4985137,35677.02147,7793011,-4.332634479,34790.22768,4.872580907,5.122794118,0.292928177,7.465686275,1.920098039,1
136.9368313,116.665375,68.013425,38.68381711,58.77601588,30.18396721,0.0255375,0.03786868,0.171493344,116202,43798,93029,66971,99855,60145,149,98.74431375,27520.28131,5878074,-2.358225219,26241.40179,3.675266357,3.20379902,0.322765764,6.064215686,0.885784314,1
145.4968188,119.095975,100.1594063,40.32944356,58.6801999,52.40329972,0.03509375,0.056723431,0.219326142,100823,59177,85308,74692,80536,79464,172,-407.887984,29443.18703,6263397,-1.165276749,27961.59375,3.916189601,3.740563725,0.320078979,6.821078431,0.493137255,1
77.46510625,53.53229375,42.93541875,69.73270789,37.67122993,37.69372183,0.04095,0.092991768,0.246631077,48288,111712,67312,92688,56492,103508,60,-732.184507,14894.67614,2983955,4.277802685,13321.22768,1.865718162,2.088357843,0.395156892,5.339215686,0.125490196,1
94.80095,55.8653875,44.8209125,66.84223452,28.70425759,34.76423674,0.0585375,0.115118921,0.321611774,55475,104525,76865,83135,64695,95305,58,-400.7203554,15815.72511,3323477,8.021237006,14836.95089,2.078004327,1.855392157,0.248918508,6.000980392,0.101960784,1
183.3208,170.4749438,160.2851813,44.08286056,59.43225564,70.06031013,0.03136875,0.052891207,0.2012103,88451,71549,107299,52701,114550,45450,223,-327.8522199,40100.45028,8687556,-3.423570708,38783.73214,5.431895258,5.813848039,0.502420043,7.898529412,1.304411765,1
169.1999625,109.6967813,85.85363125,39.47622249,64.58094538,44.1089708,0.0682625,0.047415815,0.359405931,63440,96560,87330,72670,90297,69703,126,632.9209411,29096.50784,6261889,-4.995578364,27954.86161,3.915246724,3.85245098,0.34202787,6.368137255,0.424019608,1
168.1268375,116.0272563,98.27380625,34.2633815,40.7480345,46.9915656,0.0348125,0.060576269,0.217979768,57549,102451,101174,58826,99177,60823,146,-550.3306801,29294.67009,6499337,-3.335309266,29014.89732,4.063711109,4.451102941,0.263089766,6.007843137,0.81372549,1
177.6962625,134.7097563,124.8701625,54.53163019,74.80759765,80.54347599,0.0428875,0.052137377,0.255378131,66785,93215,74400,85600,77434,82566,255,691.8573666,35001.62435,7348568,-6.330731675,32806.10714,4.594692877,4.279656863,0.589283502,8,0.643137255,1
124.2244875,81.0327375,69.03009375,49.55683535,49.33485763,50.72485899,0.0415,0.060113188,0.249127863,80719,79281,69351,90649,62213,97787,111,-724.8434569,22204.052,4646183,1.391223384,20741.88839,2.905026386,2.653063725,0.294765238,6.376960784,0.345098039,1
178.4172063,146.1752438,113.2301688,44.18090037,50.03344848,39.31193012,0.07029375,0.106670295,0.367018913,92620,67380,89369,70631,93834,66166,123,22.27856675,34773.16378,7629895,3.164828353,34062.03125,4.770592612,5.018137255,0.234662693,7.088235294,0.354411765,1
123.3182438,108.0806875,95.29383125,43.58653893,39.66302477,35.75086845,0.0726625,0.036005842,0.375781933,81005,78995,75574,84426,77390,82610,156,-255.0479554,25512.94979,5578270,5.003970643,24902.99107,3.487813876,3.404534314,0.226540797,7.138235294,0.612254902,1
122.094225,96.5922625,88.329825,38.6778494,43.15776702,45.31404072,0.07754375,0.084866074,0.393464749,82324,77676,93352,66648,92271,67729,133,679.8830234,23991.88366,5181351,-0.253406006,23131.03125,3.239640231,3.39877451,0.161999719,6.132843137,0.45245098,1
173.0735313,165.0401438,160.2314313,30.99108081,38.52339835,53.20466968,0.0614875,0.04739515,0.333321655,104968,55032,97218,62782,90898,69102,174,-54.45543829,37843.19851,8375778,-2.015164532,37391.86607,5.236956032,5.409313725,0.243524232,6.752941176,1.695588235,1
122.6479938,106.3991313,103.24025,25.24597159,24.92578075,26.83416349,0.05211875,0.075029389,0.295329974,64269,95731,96549,63451,89393,70607,125,-259.571732,24981.87553,5566360,-4.201315515,24849.82143,3.480367147,3.470343137,0.226034163,5.607352941,1.442647059,1
208.198025,168.8045,143.5923063,52.22246984,72.64920546,61.61792239,0.0596,0.071285912,0.325855018,112424,47576,105674,54326,109197,50803,221,-1091.935205,41327.37549,8910843,2.410057045,39780.54911,5.571505477,6.255392157,0.554570735,6.943627451,1.174509804,1
161.2935875,136.0041875,134.7609813,43.42382444,67.34734631,72.514353,0.035475,0.051922116,0.221145852,96609,63391,93418,66582,93306,66694,107,-154.5930585,33976.76147,7196361,0.887548198,32126.61161,4.499525435,5.024877451,0.4022506,7.011764706,0.519607843,1
135.3296438,102.5547313,98.196775,35.89925411,49.67954438,61.01844967,0.05724375,0.053685499,0.316405047,98062,61938,96791,63209,84182,75818,151,-397.1999921,26067.1141,5612855,0.332589192,25057.38839,3.50943815,3.625490196,0.270328215,5.294607843,0.712254902,1
117.677375,107.1964688,67.964125,44.19020203,40.72824801,43.35684374,0.05190625,0.078159136,0.294440037,67066,92934,96878,63122,53948,106052,98,520.7002772,24422.45594,5311540,-4.41012313,23712.23214,3.321040916,3.176838235,0.449772946,7.151960784,0.212745098,1
136.0204938,125.6090875,125.5131688,50.63141461,62.05336577,65.17763278,0.07119375,0.044753358,0.370362784,71096,88904,76088,83912,75447,84553,108,426.4402401,30535.32274,6458366,-3.65091527,28831.99107,4.038093988,3.911887255,0.275322919,7.679901961,0.618627451,1
98.947675,74.93308125,71.54859375,83.85404058,78.29228786,76.77840432,0.02828125,0.056503195,0.185697789,63998,96002,50770,109230,46862,113138,255,-803.2709851,23962.2644,4101179,4.62572343,18308.83482,2.56426258,1.306740196,0.649302025,8,0.218627451,1
170.5749063,91.19198125,36.58143125,65.81459801,31.2946716,20.10824945,0.03401875,0.064107517,0.214161593,68566,91434,86342,73658,72514,87486,103,136.9908743,24708.28671,5454579,3.137771015,24350.79911,3.410476065,3.54129902,0.293783191,5.428921569,0.745588235,1
63.03308125,61.85931875,47.8571375,65.19569821,52.65864716,55.11202034,0.0315375,0.076508103,0.202044692,50134,109866,50027,109973,52297,107703,11,-488.6960344,17722.16408,3040962,-3.718720479,13575.72321,1.901361795,0.982720588,0.509243746,7.176960784,0.022058824,1
109.6488063,89.082825,70.23893125,51.30553085,50.29195771,48.46554522,0.05838125,0.058398036,0.320985287,79429,80571,76574,83426,71872,88128,152,250.4386692,22417.46255,4671078,1.130674689,20853.02679,2.920591987,2.883578431,0.30560418,7.309313725,0.18627451,1
148.4080313,129.6524563,122.4511438,35.84543203,47.57585854,54.93422509,0.044625,0.045908965,0.263109853,79389,80611,88651,71349,85178,74822,87,-468.7982873,30984.42441,6745092,-0.867061352,30112.01786,4.217369448,4.162377451,0.380304955,7.418627451,0.566666667,1
165.9006813,154.7718625,158.7947,73.48649795,75.06735399,75.92854945,0.0485125,0.045682763,0.280044242,77481,82519,76460,83540,81614,78386,77,244.9581113,38357.87007,7956138,1.737044857,35518.47321,4.97457608,4.505759804,0.297816947,8,0.181372549,1
197.4714813,170.5307125,160.7952125,36.94228494,58.85486805,67.12192252,0.02829375,0.059364966,0.185761567,88169,71831,95392,64608,100281,59719,143,-375.5665812,40796.70269,8905417,3.583250652,39756.32589,5.56811287,6.061642157,0.323380824,7.742156863,1.097058824,1
151.8893938,118.9494813,45.5981875,65.92581521,88.39948088,70.35573792,0.04821875,0.040299379,0.278781601,82087,77913,79160,80840,40798,119202,119,572.3260959,30564.30675,6042602,-4.501975772,26975.90179,3.778137505,2.890196078,0.366854887,7.903921569,0.052941176,1
163.3214125,137.0587313,135.6182438,43.79630172,69.08545668,75.16256541,0.03629375,0.055841095,0.225033121,97754,62246,93605,66395,93243,66757,90,-82.40214555,34327.33667,7264139,3.393517782,32429.19196,4.541903636,5.023529412,0.422995461,6.995588235,0.394117647,1
98.2000875,117.726025,38.28853125,64.50815499,48.24994262,49.61945656,0.04460625,0.045245097,0.26302697,56517,103483,94170,65830,51316,108684,72,323.0490538,23615.8966,5158600,-1.40566331,23029.46429,3.225415166,3.20379902,0.155834545,6.109803922,0.321568627,1
169.3554063,151.322375,134.275175,30.20035357,59.87725336,56.75247932,0.02383125,0.039631057,0.162442565,90126,69874,113373,46627,104121,55879,171,584.2838152,35721.20901,7765943,0.368983109,34669.38839,4.855656638,5.348651961,0.435460048,6.628921569,0.283333333,1
153.799975,119.0187625,102.8319438,45.68388839,43.69209387,41.24496964,0.117875,0.054142254,0.523221614,78084,81916,77495,82505,80263,79737,120,606.0609245,28906.75897,6400914,2.820535368,28575.50893,4.002172119,3.973039216,0.141728314,6.714215686,1.13872549,1
110.1169875,67.23910625,44.74324375,72.77320979,40.49530338,37.78483797,0.0551375,0.044190418,0.307832234,66648,93352,72516,87484,65705,94295,117,-367.286642,19062.02858,3888197,-6.043022385,17358.02232,2.431095563,2.298161765,0.289180816,5.796078431,0.469607843,1
151.2745938,104.4631938,82.0625125,39.12637327,51.8969755,43.99852289,0.02909375,0.038942207,0.189826499,107981,52019,104229,55771,104550,55450,165,385.8290175,27355.1235,5816519,-6.595656234,25966.60268,3.636779087,4.27377451,0.311614545,5.465686275,0.732843137,1
114.6112875,107.5443875,87.8029375,38.43955076,30.06229891,32.33847577,0.05453125,0.093484291,0.30534211,57170,102830,76335,83665,74690,85310,74,-364.5456213,24559.32771,5388763,4.415051311,24056.97768,3.369324605,3.335784314,0.26416369,6.564705882,1.36372549,1
178.441675,172.3067625,169.5608,52.00119493,65.36815263,72.51526706,0.0833375,0.078450929,0.413831264,84254,75746,90043,69957,89920,70080,236,502.7660337,40406.27998,8721020,3.689939393,38933.125,5.452818627,5.571323529,0.377985083,7.530392157,1.457843137,1
126.84,103.3675563,95.552525,29.29290615,35.18507419,35.42956691,0.0568125,0.054823116,0.314659575,49907,110093,120146,39854,118008,41992,112,-929.8888159,24754.49469,5494262,5.231939114,24527.95536,3.435287865,3.616421569,0.319958987,5.026960784,0.541176471,1
130.5504625,82.10550625,82.92780625,41.29782607,64.1537866,62.02637163,0.02755,0.04141477,0.181952342,99789,60211,82384,77616,83063,76937,145,-433.0690148,23632.70553,4849239,2.345155249,21648.38839,3.03198717,3.519117647,0.258561139,5.279411765,0.250980392,1
112.3082625,81.76979375,75.73243125,46.58856635,27.24331707,25.08449737,0.05803125,0.076525121,0.319579628,49361,110639,57115,102885,63395,96605,85,-908.3392172,20454.08921,4527114,1.002680964,20210.33036,2.830578481,2.575367647,0.167588852,5.419117647,1.283333333,1
144.2707313,125.6469313,113.3225938,40.32286337,33.0297537,32.635919,0.0664125,0.055228643,0.352390883,61980,98020,98322,61678,104954,55046,140,-160.1798129,29125.08427,6513752,-2.397565244,29079.25,4.07272409,4.107965686,0.263194167,5.505882353,0.115686275,1
153.2539563,111.3526063,90.3846625,29.67073794,44.42699023,40.19579108,0.0346625,0.063106577,0.217260314,81357,78643,101999,58001,98523,61477,111,-682.9047348,27836.83348,6095760,4.549572709,27213.21429,3.81137455,3.803921569,0.274295299,6.252941176,0.855392157,1
142.8147438,104.2706875,85.53383125,52.84973326,49.31416229,57.11688866,0.03290625,0.062172043,0.208763437,73618,86382,70107,89893,63522,96478,141,-146.1876147,26600.20822,5703380,2.119897994,25461.51786,3.566038916,3.182352941,0.448305238,7.731372549,0.690686275,1
153.3408188,143.582325,101.1255813,53.99088365,63.81643892,42.2726391,0.041825,0.033626121,0.250598071,90072,69928,92039,67961,88369,71631,127,82.72319717,33473.84805,7107435,-3.368942635,31729.62054,4.443924445,5.339828431,0.196059858,6.96372549,0.81372549,1
167.2703375,137.26355,127.7357063,54.00200118,63.99150019,70.46476833,0.0527875,0.045539829,0.298122077,76507,83493,64401,95599,62269,97731,236,426.7981804,34183.07644,7282181,-4.591892856,32509.73661,4.553184399,4.352941176,0.376395003,7.891666667,0.644117647,1
152.7033063,110.896925,95.0812125,43.14756977,59.06352177,63.03478038,0.0788875,0.040787277,0.398247046,90562,69438,68597,91403,57373,102627,189,18.75838253,28481.58812,6101169,3.428141092,27237.36161,3.814756528,3.380147059,0.167149287,6.211764706,0.469607843,1
139.907475,131.321325,143.7942438,36.12066539,49.92306045,69.05635181,0.05908125,0.031314389,0.323786977,115925,44075,80313,79687,75960,84040,173,724.2189804,31237.7728,6790676,-3.047791708,30315.51786,4.245870848,4.578921569,0.161322292,6.847058824,1.18627451,1
154.0268063,125.6476938,97.98605625,42.02932551,47.59073562,49.38286966,0.04773125,0.046481693,0.276680158,99640,60360,99637,60363,92437,67563,133,-418.3230507,30121.97854,6571604,-7.545188901,29337.51786,4.108896058,4.147058824,0.362889969,6.188235294,0.526470588,1
180.5424063,135.5269,114.0636688,41.63392634,56.97753914,63.29650024,0.0264125,0.061696302,0.176068572,96155,63845,97545,62455,95611,64389,183,453.9577726,34244.0754,7352132,2.793038867,32822.01786,4.596921269,5.224264706,0.332384059,7.029411765,0.709313725,1
166.3115625,133.7653313,120.6306188,39.43223978,53.25476187,48.73650015,0.0435,0.04436846,0.258115605,93619,66381,89327,70673,94719,65281,123,102.2164166,32866.51925,7124767,-2.926553419,31806.99554,4.45476128,4.144607843,0.247267782,6.405882353,0.620588235,1
106.3036625,90.63351875,46.03130625,51.94932068,29.79285813,15.9592424,0.04414375,0.043715354,0.260978727,65054,94946,76590,83410,62528,97472,125,79.97551408,20566.71442,4527377,-1.683406128,20211.50446,2.830742922,2.698284314,0.137435525,4.932843137,0.558333333,1
148.4281688,141.4278313,164.3146125,49.73366138,72.38065926,100.3714023,0.03789375,0.05987203,0.232550336,120887,39113,100932,59068,100214,59786,187,350.8189536,34934.02413,7331146,1.263676295,32728.33036,4.58379977,5.884926471,0.489208599,6.275,0.534313725,1
129.8760813,113.3335625,71.686,48.72997952,53.45502182,27.61746632,0.030275,0.040717767,0.1957691,49991,110009,90296,69704,97479,62521,93,87.27525131,26335.74128,5696205,4.384071733,25429.48661,3.561552746,3.685906863,0.230026001,7.263235294,0.392647059,1
155.9499688,124.6801875,121.0905188,29.03906547,45.61775026,43.84084782,0.04250625,0.056148883,0.253667547,77200,82800,106936,53064,104094,55906,144,-525.0745769,30488.82548,6705454,3.334453973,29935.0625,4.192585784,4.394117647,0.295346974,6.187745098,0.667156863,1
134.0628688,127.2739875,113.1676,31.68840233,37.21596431,38.28010229,0.0624,0.041659054,0.336899254,92117,67883,94749,65251,91075,68925,105,317.8163666,29016.58902,6407102,-0.409000987,28603.13393,4.006041166,4.158823529,0.159487194,6.603921569,1.253921569,1
146.833725,107.2043188,94.42373125,38.9876165,46.52855793,40.8203065,0.03905,0.07317076,0.237919391,65185,94815,90256,69744,90476,69524,153,-380.3597943,27055.63223,5899819,3.189518949,26338.47768,3.68886242,3.947426471,0.242341764,6.516666667,1.404411765,1
134.2169875,99.07398125,89.38459375,44.53721746,52.36784711,56.17940577,0.03270625,0.046515139,0.207787084,79775,80225,83171,76829,71739,88261,157,-241.6553402,25811.03019,5442275,2.863473266,24295.87054,3.402782988,3.029534314,0.252708207,6.171078431,0.213235294,1
136.9867438,109.2197125,96.122525,56.99717732,63.87534316,70.16003619,0.0530625,0.039053242,0.299266478,70647,89353,63886,96114,61868,98132,155,436.4512327,28190.45366,5821605,-4.152734444,25989.30804,3.639959109,3.172671569,0.477107286,7.884803922,0.219607843,1
157.6344438,125.2416188,119.149225,79.20400358,82.83664226,81.76933935,0.03695625,0.053333637,0.228158277,78539,81461,64253,95747,65037,94963,208,47.42192661,33993.39173,6734565,-0.566133396,30065.02232,4.21078744,3.940808824,0.772302338,8,0.651960784,1
114.4913375,114.0999188,95.03405625,76.55536521,68.54390007,69.95774419,0.06776875,0.042068434,0.357541348,71745,88255,67137,92863,59445,100555,99,789.5105902,27467.40568,5622156,-3.787125844,25098.91071,3.515253601,2.915563725,0.547775211,8,0.880392157,1
97.08793125,93.27095,113.5611313,47.11292216,57.51814638,68.71185475,0.05538125,0.055998536,0.308830544,62366,97634,91034,68966,85852,74148,36,-115.6575008,23230.62597,4852640,-0.323991936,21663.57143,3.034113645,3.258946078,0.230260442,5.757352941,0.078921569,1
111.1870813,77.1499875,58.11083125,54.96040551,37.5476957,31.16561055,0.06724375,0.044832314,0.355552646,57231,102769,65117,94883,52532,107468,96,-629.0353678,20125.00263,4272469,-23.12354011,19073.52232,2.67136167,2.545955882,0.208519968,6.017156863,0.408823529,1
168.828575,134.9706688,136.8131688,29.01644104,44.07743372,55.90193741,0.04795625,0.040704918,0.277650988,116142,43858,93981,66019,94533,65467,184,-281.3019074,33104.10743,7288570,-3.595212719,32538.25893,4.557179122,4.675245098,0.297543075,5.916176471,0.712745098,1
