meanR,meanG,meanB,stdR,stdG,stdB,meanGray,stdGray,entropy,aboveR,belowR,aboveG,belowG,aboveB,belowB,FFT_avg,FFT_med,FFT_std,FFT_max,FFT_min,DCT,H_avg,H_med,H_std,H_max,H_min,label
112.025575,83.8875,43.6208125,65.6849449,70.45457583,44.47958009,0.025925,0.15891209,0.173524906,77794,82206,84978,75022,72966,26051,129,-349.0732998,22606.96244,4399923,-3.556222855,19642.51339,2.751052296,2.394852941,0.448963715,6.941176471,0,2
130.6142688,113.9375188,89.0391875,57.10951915,54.70565516,50.4645033,0.05188125,0.221787947,0.294335252,78190,81810,90552,69448,74225,38007,141,-319.0912205,27245.78055,5824453,-3.221952382,26002.02232,3.641739821,3.755637255,0.362279868,7.953431373,0.569607843,2
95.23215625,82.68433125,55.133475,66.92446827,50.50078093,45.33171865,0.04896875,0.215803389,0.282000025,71888,88112,85164,74836,65182,49052,83,365.6160605,21139.89287,4179473,-6.833517722,18658.36161,2.613215911,2.758823529,0.259813063,7.387745098,0.101470588,2
70.7415,55.67921875,33.82264375,61.83862711,28.8924938,22.45391897,0.04015,0.196311534,0.242979511,45348,114652,78815,81185,70653,40425,94,-461.2508038,14376.07149,2894163,-6.936478337,12920.37054,1.809575705,1.616789216,0.333334013,4.989215686,0.116666667,2
109.2078188,87.38743125,22.00373125,65.65783025,59.12947017,29.66996262,0.03333125,0.179500638,0.210832179,70321,89679,67167,92833,54787,3849,117,-490.1106627,20813.57974,4337494,-6.790730415,19363.8125,2.712018557,2.449264706,0.352236715,6.031862745,0.344607843,2
68.86605625,61.39061875,37.95064375,64.79681874,56.95415204,56.18575821,0.0279125,0.164722682,0.183812613,63030,96970,64500,95500,49962,61771,52,-561.7222628,17616.68806,3058135,-1.650659821,13652.38839,1.912099215,1.584558824,0.560456507,7.995098039,0,2
125.9895875,113.9423,102.6730813,48.39402589,56.59517362,65.89242467,0.01788125,0.132520265,0.129373123,78891,81109,73939,86061,69426,46556,173,-127.9148158,28072.27863,5833592,2.289249725,26042.82143,3.647453982,3.18872549,0.387090427,7.695098039,0.220588235,2
112.374725,97.84195625,44.78608125,60.39013154,54.26807277,41.00852388,0.0530125,0.224059119,0.299058567,79036,80964,90915,69085,66565,23536,97,-357.3655357,23354.70897,4823854,13.92404117,21535.0625,3.016115196,3.233455882,0.216523778,6.234803922,0.149019608,2
99.8042125,80.38980625,39.90215625,70.85341157,37.37235458,26.95756364,0.0471375,0.211933567,0.274110513,57383,102617,82798,77202,66365,27548,70,143.4866252,19592.55339,4093391,-7.090438008,18274.06696,2.559393132,2.57120098,0.225078662,5.403431373,0.267647059,2
101.6004375,95.80523125,38.1633,69.07856604,50.23836279,44.54784996,0.04130625,0.198998219,0.248249573,61887,98113,71467,88533,55034,23072,87,-553.3292192,22128.60601,4564209,1.135257592,20375.93304,2.853772134,2.557230392,0.411074671,6.251960784,0.446078431,2
133.710625,70.74651875,35.86205625,81.33254618,56.21392202,36.8220476,0.0455875,0.208589434,0.267348673,77980,82020,59412,100588,48035,23518,109,50.79572353,21492.05591,4294465,-1.636155788,19171.71875,2.685114671,2.810416667,0.248277131,6.156372549,0.093137255,2
97.45261875,86.0621,51.4334625,71.02428129,51.80625004,44.51362917,0.0501875,0.218332345,0.28719291,75806,84194,71371,88629,65016,54557,129,885.1811298,21291.82626,4291131,-5.151157101,19156.83482,2.683030087,2.907843137,0.185347295,6.037745098,0.196568627,2
128.5619188,128.5214375,83.509775,57.09717313,52.56863275,52.55953536,0.0305625,0.172129657,0.197204971,79488,80512,89491,70509,68507,30584,164,-499.3136715,28975.07316,6191576,-3.615193327,27640.96429,3.871283513,3.888112745,0.463075953,6.705882353,0.203431373,2
128.8130875,100.3073688,88.6152625,68.9071729,52.52147069,55.28346705,0.0229,0.149585193,0.15742736,84985,75015,86594,73406,80845,37177,150,-550.1005164,25976.26698,5393729,0.065304723,24079.14732,3.372429597,3.857230392,0.444221978,6.109803922,0.070098039,2
103.8626938,69.76919375,69.3755,61.28417446,35.7071961,32.70109739,0.04545,0.208289627,0.266745022,52325,107675,83277,76723,70303,48415,131,167.1517841,18603.77046,4009978,-0.937964807,17901.6875,2.507239146,2.553431373,0.249850422,6.56372549,0.429901961,2
107.790875,92.76466875,68.6882375,69.24171968,68.82337397,64.79282198,0.0354,0.184789213,0.220788363,67733,92267,72697,87303,66498,56215,49,367.1229541,24440.16822,4742149,2.643616828,21170.30804,2.965029137,2.375612745,0.297551622,7.806372549,0.259313725,2
91.072625,69.7544375,43.219225,75.57302211,52.0804858,40.43556321,0.0512375,0.220482476,0.291630691,59277,100723,69974,90026,55718,56752,9,-188.5387649,19616.13962,3667264,-2.368638896,16371.71429,2.292957183,2.159068627,0.453282458,6.564705882,0.226960784,2
119.0495063,133.9399875,38.42185625,52.16977037,42.96121692,40.24849352,0.0275125,0.163571787,0.181759498,47559,112441,92615,67385,63398,770,174,480.1883492,27197.72624,5950089,1.072542265,26562.89732,3.720293742,3.859558824,0.388462952,6.719607843,1.498039216,2
112.4745875,114.0943688,40.551575,66.25250279,46.22919162,37.60762495,0.04369375,0.204413472,0.258978824,51021,108979,82580,77420,64176,13954,122,301.9667543,24868.66145,5279199,2.146017888,23567.85268,3.300819703,3.473651961,0.312906198,7.043627451,0.485784314,2
113.6251938,111.4591563,38.43354375,68.4072634,39.58360219,32.46331461,0.0284375,0.166219678,0.186494433,42094,117906,86485,73515,75720,10534,75,-619.3050309,24053.3292,5207025,-1.510777835,23245.64732,3.255692902,3.507107843,0.314515131,5.943627451,0.574019608,2
90.11959375,91.6572,56.0965125,69.17930753,54.54296558,54.95455427,0.0504375,0.218846654,0.288252527,57085,102915,67386,92614,55405,70639,93,115.9602845,22374.88291,4372360,2.236883742,19519.46429,2.733818527,2.399387255,0.521001534,7.92745098,0.603921569,2
81.85040625,78.15915,44.16875,56.95921067,44.01549931,42.24001228,0.06964375,0.254546465,0.364592787,62382,97618,70911,89089,50653,42877,48,763.8668708,18438.22215,3782437,1.86987042,16885.87946,2.364969113,2.423897059,0.308036359,7.198529412,0.417156863,2
126.6173563,118.5405438,84.341775,69.58267206,58.11510219,54.94772241,0.09281875,0.290179179,0.445809105,77437,82563,86089,73911,78858,52602,144,-458.4692887,28314.49956,5873423,0.908751422,26220.63839,3.672358318,4.037009804,0.32543997,7.301470588,0.679901961,2
79.12675625,65.08948125,50.2066125,56.55517498,32.36613986,34.82975137,0.043325,0.203588318,0.257334804,59797,100203,83087,76913,80778,48009,97,469.3497351,16511.58471,3390896,-4.291559219,15137.92857,2.120158063,2.027696078,0.286886251,4.722058824,0.164705882,2
104.7824688,69.07389375,65.49080625,73.71242616,53.86485721,59.32071695,0.06235625,0.24180222,0.336728197,66286,93714,67073,92927,59254,61318,70,-109.4778861,20162.52561,3981072,-0.525398535,17772.64286,2.489165666,2.307598039,0.293777666,7.138235294,0.273529412,2
129.4871625,99.6883125,82.665475,57.4848554,52.77128439,48.09926613,0.043625,0.204259933,0.258672669,80699,79301,82183,77817,71397,34878,153,-76.05809959,25317.60386,5351355,0.693925582,23889.97768,3.345935249,3.387132353,0.198817948,6.633333333,0.337254902,2
140.8364875,114.036025,87.40355,77.76311615,72.51766876,73.86863476,0.07628125,0.265448415,0.388938443,88679,71321,77740,82260,75826,37046,170,245.7037773,29589.34531,5970747,-2.630979019,26655.12054,3.733210159,3.598406863,0.316566814,7.342647059,0.008333333,2
86.6079625,63.3236375,31.1490625,62.85022241,37.85857785,27.71101798,0.02324375,0.150677205,0.159285005,44025,115975,97633,62367,70975,18435,65,-537.0912329,16017.68496,3342241,-1.236138142,14920.71875,2.08973652,2.129166667,0.324647663,6.417156863,0.178431373,2
109.235125,101.8378188,71.42404375,59.90346448,46.44476637,46.94981864,0.053425,0.224880158,0.300771691,71510,88490,82088,77912,69038,46925,131,-508.0675017,23857.50025,5046643,-2.243793201,22529.65625,3.155414041,3.399264706,0.310213885,6.006372549,0.799509804,2
119.1459938,110.7064938,88.27813125,50.24794931,57.45116025,49.87489006,0.07210625,0.258664564,0.373735055,99028,60972,98838,61162,91487,34671,184,-1123.363506,26400.72861,5553020,9.743136282,24790.26786,3.472026311,3.819607843,0.414754019,6.071568627,0.290196078,2
109.8626938,101.446875,91.49449375,55.06948833,55.89403594,58.92723509,0.060525,0.238457711,0.329525457,79861,80139,81963,78037,74614,58767,54,171.9538562,24982.57282,5159872,-0.328117489,23035.14286,3.226210484,3.098039216,0.417988449,7.410784314,0.348039216,2
99.85658125,86.91053125,49.6884625,65.87859108,49.22905733,42.22989333,0.02328125,0.150795807,0.159487201,76238,83762,90721,69279,72762,34204,104,91.6798293,21249.84447,4341558,3.372114802,19381.95536,2.714559574,3.0375,0.466621347,6.020588235,0.048039216,2
146.6140625,90.85660625,68.8995375,80.50108589,52.87948251,54.90639841,0.0291875,0.168332311,0.190300701,82610,77390,80238,79762,53332,37384,190,254.9270273,25641.19563,5269213,0.582348949,23523.27232,3.294575955,3.722058824,0.422613644,6.791666667,0.587745098,2
103.1510313,90.6066125,47.959775,53.13870771,54.26785734,36.49581423,0.07818125,0.268457432,0.395738065,75460,84540,83354,76646,65411,27682,35,834.5344111,21537.92548,4490339,-7.527771985,20046.15625,2.807584909,2.915686275,0.355137207,6.56372549,0.417647059,2
106.2124,112.3828875,83.38154375,60.18095731,60.33572729,65.55058837,0.0472375,0.212147118,0.274544085,70942,89058,94054,65946,62789,50533,153,-814.2858385,25829.20349,5379772,3.494262415,24016.83929,3.363702981,3.470220588,0.431148076,7.387254902,0.188235294,2
128.7904625,106.2796,98.01885625,76.91966904,83.89710597,82.95607241,0.0299625,0.170484399,0.194203762,76474,83526,66611,93389,60537,63402,205,-284.2977074,29700.41435,5623244,1.140728219,25103.76786,3.515933874,2.959436275,0.473027471,7.994117647,0.110294118,2
128.66885,138.95935,84.972375,82.03605809,64.21969868,47.27731202,0.05034375,0.218653963,0.287855392,71495,88505,97778,62222,57826,49310,118,-478.9280441,31181.89919,6508696,2.718737534,29056.67857,4.069562825,4.243995098,0.437313055,7.750980392,0.077941176,2
97.71679375,80.22463125,46.5127,51.83662443,53.1705806,35.41657597,0.08056875,0.272172536,0.404180053,75152,84848,73283,86717,62172,34190,37,-135.0307858,19804.53189,4094824,-1.118959818,18280.46429,2.560289116,2.239093137,0.32574443,6.791666667,0.524509804,2
98.24861875,80.8828375,43.78328125,59.38126827,48.37101879,39.49754362,0.060325,0.238088741,0.328733699,64625,95375,77986,82014,60912,25208,103,428.3193237,20052.82054,4106607,-1.179938309,18333.06696,2.567656438,2.460906863,0.343704765,6.300490196,0.190686275,2
119.6014188,93.71011875,78.315975,45.69865388,58.28413726,57.05973938,0.0145,0.119540116,0.109329824,82439,77561,91539,68461,86128,29344,127,-70.08396412,24018.21268,5001635,-2.222349029,22328.72768,3.127272784,3.184558824,0.180305925,6.58872549,0.296568627,2
96.49124375,88.5882125,73.02938125,57.30482231,52.44972712,46.33758909,0.038175,0.191619151,0.233861133,75786,84214,90492,69508,76961,48580,108,183.3265715,21817.54588,4474074,1.073603514,19973.54464,2.797415216,3.074632353,0.461168254,6.618627451,0.117647059,2
99.42983125,55.81431875,27.15250625,71.8346339,35.47054965,33.12317531,0.06825625,0.252185907,0.359382363,66918,93082,63945,96055,43914,22046,32,-482.8967375,16372.42105,3290569,6.656390274,14690.04018,2.057428596,2.159681373,0.148655844,4.391176471,0.338235294,2
100.7135563,74.74221875,37.43914375,76.42680306,56.81983409,45.15231889,0.03066875,0.172419151,0.197734599,65142,94858,78997,81003,60879,31903,160,-604.9403402,20091.7723,3926186,-1.538259274,17527.61607,2.454848189,2.598039216,0.279719837,6.872058824,0,2
77.85849375,77.32450625,61.1213,56.55762492,44.82390068,39.9493501,0.04825,0.214294714,0.278916053,64879,95121,79364,80636,70678,71059,139,-255.6665237,18524.89426,3795046,-2.351065179,16942.16964,2.372852891,2.411764706,0.177578754,5.479411765,0.227941176,2
155.9578438,148.2524625,114.0788063,74.06996536,66.64327176,81.68391157,0.0524875,0.223008684,0.29687115,89159,70841,84302,75698,72888,50807,165,-265.3075414,35012.11411,7358396,2.898954583,32849.98214,4.600837835,4.533333333,0.278037517,7.780392157,0.916666667,2
90.93043125,32.50685,15.93716875,97.46043836,30.78768528,8.136873465,0.0079125,0.088599895,0.066612354,62004,97996,51778,108222,53962,81269,11,242.1762146,14570.44438,2408302,-0.053896,10751.34821,1.505791066,0.713970588,0.59462215,4.444117647,0.270588235,2
96.210875,87.6371625,66.122325,68.34713694,58.08200137,50.68691541,0.05983125,0.237174668,0.32677468,76694,83306,80334,79666,68139,60043,79,-736.49456,22734.87914,4402788,-0.125606033,19655.30357,2.752843637,2.793382353,0.350599746,7.098529412,0.109803922,2
90.81759375,96.7961125,49.37711875,65.6611359,56.69475742,47.30687873,0.029075,0.168017323,0.189731604,55399,104601,95064,64936,61509,32534,109,595.318285,21902.08892,4494934,0.510292776,20066.66964,2.810457933,2.830759804,0.461865262,7.496568627,0.049509804,2
72.48445625,30.03830625,12.7333,86.35674644,28.12194017,11.1868803,0.013525,0.115508258,0.103346177,62160,97840,58940,101060,71881,86799,1,577.3225429,12625.27611,2044071,6.789253698,9125.316964,1.278055597,0.43627451,0.363700984,4.667156863,0.028921569,2
96.7737,77.95878125,67.13179375,60.9931318,49.14520656,53.1179775,0.02959375,0.169464272,0.192350425,69703,90297,73100,86900,63579,61038,51,263.7129979,20512.5776,4132017,0.886931691,18446.50446,2.583544043,2.384436275,0.234939903,6.472058824,0.179901961,2
160.9068813,83.970825,41.47916875,92.00352379,26.86259172,17.03116603,0.010675,0.102767263,0.085235469,85432,74568,76916,83084,61780,7314,63,-207.2397498,24176.87362,5124496,-1.252353434,22877.21429,3.204091637,3.736887255,0.280262726,5.25245098,1.176960784,2
93.091425,82.1314375,58.48316875,71.29307721,55.55469592,53.5179447,0.0850625,0.27897555,0.419770725,62160,97840,67316,92684,60356,66130,41,-606.6027164,21046.22817,4149910,4.007483025,18526.38393,2.594731643,2.193995098,0.332625647,6.730392157,0.233823529,2
92.51105625,72.11860625,36.12241875,63.95372197,53.52749512,41.51602829,0.03420625,0.181759151,0.215065997,74692,85308,74538,85462,60498,35994,13,-135.7777152,18782.96013,3718091,-1.440597494,16598.62054,2.32473677,2.428676471,0.19720351,6.094117647,0.073529412,2
73.45423125,50.228175,29.26790625,74.26492266,30.72040034,21.39891573,0.03540625,0.184804927,0.220818163,44832,115168,62410,97590,58063,54277,32,529.1622473,14486.36204,2749170,-5.455531186,12273.08036,1.718918818,1.249019608,0.442512762,5.222058824,0.22745098,2
70.26831875,29.60545625,13.0357,83.06889348,32.62860644,24.44387469,0.0143875,0.119082276,0.108644426,51744,108256,55257,104743,31763,61902,38,348.5776824,12411.00467,2001177,-0.889855997,8933.825893,1.251236119,0.680637255,0.227115543,4.886764706,0.031372549,2
127.1446063,106.4282,66.53541875,62.37990925,66.41683702,68.59958132,0.02195,0.146520755,0.152253532,84343,75657,82128,77872,66429,28416,122,38.41359515,26981.98315,5422721,0.017403236,24208.57589,3.390556848,3.232107843,0.281823081,7.842156863,0.100980392,2
104.3206188,96.4039,68.192325,77.59943272,71.51412477,62.51119557,0.0379375,0.191045739,0.232754443,74144,85856,66701,93299,59439,65261,71,-439.7861499,24742.1437,4794448,-7.081107415,21403.78571,2.997729092,2.808578431,0.350618315,7.729901961,0.118627451,2
88.9224375,68.94816875,37.37433125,52.43533928,29.51958551,27.044845,0.03518125,0.184238275,0.219744326,56330,103670,74378,85622,65985,12539,62,-346.6908971,16778.89027,3577913,0.47558856,15972.82589,2.237090461,2.147916667,0.142986368,5.090686275,0.391666667,2
155.4946,121.4632438,55.9261625,70.62172367,58.10759741,59.63240644,0.05716875,0.232165503,0.316101845,81303,78697,71842,88158,57637,11635,226,142.3955012,29497.07224,6229937,-1.418870212,27812.21875,3.895268732,3.815441176,0.217473684,7.387745098,0.579901961,2
87.856425,77.7177875,61.06428125,50.93913111,33.44340625,35.14369351,0.06366875,0.244162677,0.341839525,66054,93946,81151,78849,81081,51429,62,69.60176763,18729.66923,3955775,0.604118544,17659.70982,2.473348714,2.494117647,0.246175484,4.998039216,0.595098039,2
91.7916125,81.55685,45.83200625,61.59851725,44.32138517,38.30130664,0.0285125,0.1664323,0.18687637,60349,99651,94328,65672,67680,27882,78,-308.6906138,19493.00215,4041617,0.744548414,18042.93304,2.527021434,2.470465686,0.388889941,6.680882353,0.092156863,2
84.7345875,63.8252375,44.05045,70.52697645,47.50693095,46.63027605,0.088575,0.284130206,0.431695382,57900,102100,60631,99369,54468,60848,30,4.832898326,17136.45404,3402489,0.536644283,15189.68304,2.127406588,1.898284314,0.383657844,7.127941176,0.087254902,2
126.61575,109.2540125,84.01030625,67.20975382,59.82939798,57.59103287,0.048125,0.214031004,0.278378059,84751,75249,90718,69282,88386,38083,166,-727.7115348,26921.73061,5598071,0.278493705,24991.38839,3.500194453,3.839093137,0.345624062,7.339215686,0.174509804,2
99.53365625,83.880725,57.050175,70.09799393,57.81846941,61.22891607,0.03384375,0.180827418,0.213316091,59326,100674,67892,92108,46815,61122,89,-358.469011,21927.56131,4289833,1.064325881,19151.04018,2.682218512,2.294117647,0.466139371,7.839705882,0.54754902,2
83.18769375,67.13478125,36.88204375,68.08995193,43.21764875,47.81969596,0.03254375,0.177439711,0.206992455,61143,98857,74398,85602,53366,43142,47,-329.474677,17832.11996,3435143,0.49028713,15335.45982,2.147823504,2.065318627,0.358895822,6.700980392,0.031372549,2
110.13605,100.5246875,90.7550125,69.88253797,70.03569623,71.73344551,0.0598375,0.237186267,0.326799517,75021,84979,79681,80319,70992,69453,119,585.8002612,25423.73072,5131659,1,22909.19196,3.208570303,3.16875,0.317071601,6.988235294,0.149019608,2
91.8132375,73.3585125,30.391225,69.99299207,32.51935429,29.62642239,0.0284125,0.166148736,0.186367056,54367,105633,75928,84072,69032,17137,35,-226.2449345,18147.36681,3711355,-3.837821101,16568.54911,2.320525085,2.053553922,0.153975798,5.441666667,0,2
144.47645,130.9208063,115.9928125,78.85617151,70.62877591,79.50771288,0.03415,0.181614932,0.214794837,92919,67081,82246,77754,80785,57630,99,-60.35616536,32951.64639,6686509,-0.242811813,29850.48661,4.180740421,4.122794118,0.316108786,7.545588235,0.015686275,2
98.4068125,86.6423625,74.39406875,76.86151184,76.31984858,82.59344345,0.0361,0.18653956,0.224115753,73077,86923,67911,92089,60569,73249,144,-726.0049593,24618.36659,4453880,-0.046206311,19883.39286,2.784788916,2.356495098,0.736027369,7.464215686,0,2
106.4158875,92.98226875,73.1879,76.23112771,69.34715692,59.73084362,0.03555625,0.18518158,0.221532865,72793,87207,65299,94701,58937,67673,111,716.6512881,24296.4124,4753173,-0.031929309,21219.52232,2.971921894,2.760784314,0.357268645,7.740196078,0.157843137,2
106.4586125,67.42479375,66.265225,52.72310995,51.1180543,56.01076036,0.02594375,0.158968015,0.173622989,66177,93823,81938,78062,72676,39002,103,-289.4404435,19260.41462,3961934,0.095323263,17687.20536,2.47719963,2.373161765,0.430172184,6.35245098,0.597058824,2
89.6740125,68.8745375,63.63649375,47.89039613,43.93356516,46.19224264,0.032625,0.177653614,0.207389921,73358,86642,80127,79873,71952,52864,94,16.93984773,18112.26083,3737697,-0.451605295,16686.14732,2.336995423,2.048529412,0.334873291,6.25245098,0.620098039,2
115.9511563,86.06029375,43.020275,70.18710447,60.588279,43.32858652,0.06358125,0.244006243,0.341500076,83089,76911,75867,84133,63459,31077,21,874.2420456,22003.01986,4519697,8.243270854,20177.21875,2.825941001,2.567279412,0.263140342,5.583333333,0.063235294,2
98.212325,72.00240625,53.8439375,67.46207833,51.98020164,64.06759349,0.02143125,0.144817411,0.149402906,65672,94328,76800,83200,54410,45145,85,-349.772711,20069.22809,3901508,-2.197230758,17417.44643,2.439418267,2.217401961,0.532742348,6.758823529,0.109313725,2
100.76245,74.44395,37.46226875,73.80309742,53.64363318,45.84407077,0.0509375,0.21987081,0.29036612,65825,94175,72394,87606,53550,30683,60,683.4311884,19719.34781,3917979,2.088589034,17490.97768,2.449716762,2.255392157,0.307451673,6.666666667,0,2
89.83748125,68.49256875,40.53596875,51.73762423,38.87604247,24.32539629,0.07393125,0.261659795,0.380425941,66254,93746,69198,90802,56186,18753,67,-565.377178,17037.17214,3596538,4.462629887,16055.97321,2.248735744,2.261397059,0.263133281,4.838235294,0.283333333,2
100.1067375,66.13748125,27.7367,83.12236817,37.30633379,29.01444937,0.01493125,0.121278191,0.111945429,60359,99641,79234,80766,51647,35133,33,81.07098693,18143.24585,3607968,1.918555099,16107,2.255882353,2.072058824,0.409583107,5.546078431,0.031862745,2
105.8764563,93.834375,75.48904375,75.10121825,68.59515618,60.16102819,0.03886875,0.193282704,0.23708119,71912,88088,65817,94183,61363,69220,60,-490.8998403,24332.95329,4783231,1.608217367,21353.70982,2.990715661,2.770343137,0.412499476,7.754901961,0.187745098,2
96.8329375,86.569675,64.36173125,49.52196816,54.46508238,50.20608154,0.035375,0.184726345,0.220669147,77660,82340,71656,88344,59435,60434,139,631.6434188,21887.94518,4370481,3.652252412,19511.07589,2.732643682,1.940808824,0.333670757,6.613235294,0.658823529,2
